transaction_id,standardized_lender_name,standardized_lender_type,lender_geography,lender_core_type,lender_profit_orientation,transaction_primary_class,recipient,recipient_region,commitment_year,involving_multilateral
Akbank T.A.Ş.-Turkey-2020-10-13,Intesa Sanpaolo,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-10-13,JPMorgan,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-10-13,KBC,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-10-13,Mashreqbank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-10-13,Mizuho,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-10-13,Morgan Stanley,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-10-13,Mitsubishi UFJ,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-10-13,National Bank of Ras Al-Khaimah,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-10-13,PASHA Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-10-13,Raiffeisen Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-10-13,Societe Generale,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-10-13,Standard Chartered,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-10-13,The Commercial Bank of Qatar (CBQ),Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-10-13,UniCredit,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,Abu Dhabi Commercial Bank,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,Attijariwafa Bank,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,BNY Mellon,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,BNP Paribas,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,Bank of America,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,BPER Banca,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,Citibank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,Commerzbank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,Credit Suisse,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,DZ Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,Emirates NBD,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,Erste,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,Goldman Sachs,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,Habib Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,Intesa Sanpaolo,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,Mashreqbank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,Mizuho,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,Mitsubishi UFJ,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,Societe Generale,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,Standard Chartered,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,Sumitomo Mitsui,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Akbank T.A.Ş.-Turkey-2020-04-01,Zürcher Kantonalbank,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Bank of China,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,China Development Bank,Chinese State-owned Policy Bank,Chinese,State-owned Policy Bank,Policy Driven,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Abu Dhabi Commercial Bank,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Anadolubank Nederland,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Bank ABC,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Attijariwafa Bank,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Banka Kombëtare Tregtare,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Barclays,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,BNP Paribas,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,BPER Bank Luxembourg,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,CaixaBank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Citibank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Deutsche Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,DZ Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Emirates NBD,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Erste,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Commerzbank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Goldman Sachs,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Habib Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Housing Bank for Trade and Finance,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,HSBC,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,ING,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Intesa Sanpaolo,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,JPMorgan,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,KBC,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Mizuho,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Mitsubishi UFJ,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,ODDO BHF,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Raiffeisen Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Saudi National Bank (SNB AlAhli) (Formerly The National Commercial Bank (NCB)),Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Societe Generale,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Standard Chartered,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Sumitomo Mitsui,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,UniCredit,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Turkey,Europe,2020,No
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,Zürcher Kantonalbank,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Turkey,Europe,2020,No
Türkiye Garanti Bank BBVA-Turkey-2020-05-20,China Development Bank,Chinese State-owned Policy Bank,Chinese,State-owned Policy Bank,Policy Driven,GREEN,Turkey,Europe,2020,No
Türkiye Garanti Bank BBVA-Turkey-2020-05-20,Bank of America,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREEN,Turkey,Europe,2020,No
Türkiye Garanti Bank BBVA-Turkey-2020-05-20,Bank of China,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,GREEN,Turkey,Europe,2020,No
Türkiye Garanti Bank BBVA-Turkey-2020-05-20,BNP Paribas,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREEN,Turkey,Europe,2020,No
Türkiye Garanti Bank BBVA-Turkey-2020-05-20,Citibank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREEN,Turkey,Europe,2020,No
Türkiye Garanti Bank BBVA-Turkey-2020-05-20,Commerzbank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREEN,Turkey,Europe,2020,No
Türkiye Garanti Bank BBVA-Turkey-2020-05-20,HSBC,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREEN,Turkey,Europe,2020,No
Türkiye Garanti Bank BBVA-Turkey-2020-05-20,ING,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREEN,Turkey,Europe,2020,No
Türkiye Garanti Bank BBVA-Turkey-2020-05-20,Mizuho,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREEN,Turkey,Europe,2020,No
Türkiye Garanti Bank BBVA-Turkey-2020-05-20,Societe Generale,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREEN,Turkey,Europe,2020,No
Türkiye Garanti Bank BBVA-Turkey-2020-05-20,Standard Chartered,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREEN,Turkey,Europe,2020,No
Türkiye Garanti Bank BBVA-Turkey-2020-05-20,Sumitomo Mitsui,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREEN,Turkey,Europe,2020,No
Türkiye Garanti Bank BBVA-Turkey-2020-05-20,UniCredit,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREEN,Turkey,Europe,2020,No
Thinh Long Phu Yen Solar Power Joint Stock Company-Vietnam-2020-07-01,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,GREEN,Viet Nam,Asia,2020,No
Thinh Long Phu Yen Solar Power Joint Stock Company-Vietnam-2020-07-01,Export-Import Bank of Thailand,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,GREEN,Viet Nam,Asia,2020,No
Phu Yen TTP Joint Stock Company (Phu Yen JSC)-Vietnam-2020-10-09,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,GREEN,Viet Nam,Asia,2020,No
Phu Yen TTP Joint Stock Company (Phu Yen JSC)-Vietnam-2020-10-09,Asian Development Bank,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,GREEN,Viet Nam,Asia,2020,No
Phu Yen TTP Joint Stock Company (Phu Yen JSC)-Vietnam-2020-10-09,Bangkok Bank Public,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREEN,Viet Nam,Asia,2020,No
Phu Yen TTP Joint Stock Company (Phu Yen JSC)-Vietnam-2020-10-09,Kasikorn Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREEN,Viet Nam,Asia,2020,No
Phu Yen TTP Joint Stock Company (Phu Yen JSC)-Vietnam-2020-10-09,Kiatnakin Phatra Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREEN,Viet Nam,Asia,2020,No
Phu Yen TTP Joint Stock Company (Phu Yen JSC)-Vietnam-2020-10-09,Leading Asia’s Infrastructure Fund,Other Miscellaneous Agency Type,Non-Chinese,Miscellaneous Agency Type,Policy Driven,GREEN,Viet Nam,Asia,2020,No
Phu Yen TTP Joint Stock Company (Phu Yen JSC)-Vietnam-2020-10-09,Standard Chartered,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREEN,Viet Nam,Asia,2020,No
Vietnam Prosperity Commercial Joint Stock Bank (VPBank)-Vietnam-2020-01-16,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Prosperity Commercial Joint Stock Bank (VPBank)-Vietnam-2020-01-16,Bank of Communications,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Prosperity Commercial Joint Stock Bank (VPBank)-Vietnam-2020-01-16,International Finance Corporation,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Prosperity Commercial Joint Stock Bank (VPBank)-Vietnam-2020-01-16,International Investment Bank,Other Intergovernmental Organization,Non-Chinese,Intergovernmental Organization,Policy Driven,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Prosperity Commercial Joint Stock Bank (VPBank)-Vietnam-2020-01-16,KEB Hana Bank of Korea,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Prosperity Commercial Joint Stock Bank (VPBank)-Vietnam-2020-01-16,Kiatnakin Phatra Bank Thailand,Other State-owned Commercial Bank,Non-Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Bank for Industry and Trade (VietinBank)-Vietnam-2020-03-01,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Bank for Industry and Trade (VietinBank)-Vietnam-2020-03-01,Cathay United Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Bank for Industry and Trade (VietinBank)-Vietnam-2020-03-01,Bank of Communications,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,ANZ,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,Bank of Panhsin (formerly Panchiao Credit Cooperatives (PCC)),Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,Bank of Taiwan,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,Bank SinoPac,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,Chang Hwa Commercial Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,Bank of Communications,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,China Construction Bank,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,CTBC Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,E.SUN Commercial Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,"Export-Import Bank of the Republic of China, Taipei",Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,First Abu Dhabi Bank,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,Hua Nan Commercial Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,KGI Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,Mega International Commercial Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,State Bank of India,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,Sunny Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,Taichung Commercial Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,Taishin International Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,Taiwan Cooperative Bank,Other State-owned Bank,Non-Chinese,State-owned Bank,Mixed Mandate,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,Taiwan Shin Kong Commercial Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,The Shanghai Commercial & Savings Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,United Overseas Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2020,No
Vietnam Technological and Commercial Joint Stock Bank (Techcombank)-Vietnam-2020-04-01,Yuanta Commercial Bank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,NEUTRAL,Viet Nam,Asia,2020,No
CCA Green B S.A.-Argentina-2019-04-25,Bank of China,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Argentina,America,2019,No
CCA Green B S.A.-Argentina-2019-04-25,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,NEUTRAL,Argentina,America,2019,No
CT Barragán S.A. (CTB)-Argentina-2019-06-25,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,GREY,Argentina,America,2019,No
CT Barragán S.A. (CTB)-Argentina-2019-06-25,Banco de Galicia y Buenos Aires,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREY,Argentina,America,2019,No
CT Barragán S.A. (CTB)-Argentina-2019-06-25,Banco Santander Río,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREY,Argentina,America,2019,No
CT Barragán S.A. (CTB)-Argentina-2019-06-25,HSBC,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREY,Argentina,America,2019,No
CT Barragán S.A. (CTB)-Argentina-2019-06-25,Citibank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,GREY,Argentina,America,2019,No
Pan American Energy-Argentina-2019-06-25,ICBC,Chinese State-owned Commercial Bank,Chinese,State-owned Commercial Bank,Mixed Mandate,BROWN,Argentina,America,2019,No
Pan American Energy-Argentina-2019-06-25,Bancaribe,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,BROWN,Argentina,America,2019,No
Pan American Energy-Argentina-2019-06-25,BBVA,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,BROWN,Argentina,America,2019,No
Pan American Energy-Argentina-2019-06-25,Banco Santander,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,BROWN,Argentina,America,2019,No
Pan American Energy-Argentina-2019-06-25,Citibank,Other Private Sector,Non-Chinese,Private Sector,Profit Maximizing,BROWN,Argentina,America,2019,No
