transaction_id,total_observations,green_count,brown_count,grey_count,neutral_count,total_amount_billions,pct_green,pct_brown,pct_grey,pct_neutral,has_green_and_brown,is_uniform,dominant_class,transaction_class
Government of Kenya-Kenya-2021-09-28,1,0,0,0,1,0.0182415176942721,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Gabon-Gabon-2001-11-20,1,0,0,0,1,0.0182275640102076,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Mauritania-Mauritania-2015-01-01,2,0,0,0,2,0.018212502023538482,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
AES Argentina Generación S.A.-Argentina-2015-07-14,1,0,0,0,1,0.0181860177010749,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Nepal-Nepal-2017-05-22,1,0,0,0,1,0.018138378740675597,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Sino–Congolais des Mines (Sicomines SARL)-Congo - Kinshasa-2010-12-22,1,0,0,0,1,0.0181054501653511,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Angola-Angola-2005-10-24,1,0,0,0,1,0.0180942719391809,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Togo-Togo-2005-01-01,3,0,0,0,3,0.01809247378370608,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Ethiopia-Ethiopia-2013-01-01,2,0,0,0,2,0.0180796133953901,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Burundi-Burundi-2004-01-01,3,0,0,0,3,0.018057505425638644,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Sierra Leone-Sierra Leone-2012-08-21,1,0,0,0,1,0.0180530485047454,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
VTB Bank-Russia-2003-08-01,1,0,0,0,1,0.018026871678801102,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Chile Ministry of Health-Chile-2021-06-16,1,0,0,0,1,0.018,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Chile Ministry of Health-Chile-2021-07-30,1,0,0,0,1,0.018,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Bangladesh-Bangladesh-2021-10-19,1,0,0,0,1,0.018,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Brunei-Brunei-2021-01-01,1,0,0,0,1,0.018,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Chile-Chile-2021-04-10,1,0,0,0,1,0.018,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Malaysia-Malaysia-2021-09-29,1,0,0,0,1,0.018,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Mauritania-Mauritania-2021-12-21,1,0,0,0,1,0.018,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Mozambique-Mozambique-2021-12-13,1,0,0,0,1,0.018,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Myanmar (Burma)-Myanmar-2021-11-12,1,0,0,0,1,0.018,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Myanmar (Burma)-Myanmar-2021-11-20,1,0,0,0,1,0.018,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Myanmar (Burma)-Myanmar-2021-11-21,1,0,0,0,1,0.018,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Zambia-Zambia-2021-01-01,2,0,0,0,2,0.018,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of the Philippines-Philippines-2021-08-20,1,0,0,0,1,0.018,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of the Philippines-Philippines-2021-10-24,1,0,0,0,1,0.018,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of the Republic of Nicaragua-Nicaragua-2021-01-01,2,0,0,0,2,0.018,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Iraq Ministry of Health-Iraq-2021-10-14,2,0,0,0,2,0.018,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Myanmar Ministry of Foreign Affairs|Myanmar Ministry of Health and Sports-Myanmar-2021-12-22,1,0,0,0,1,0.018,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Peru Ministry of Health (Ministerio de Salud) (MINSA)-Peru-2021-11-18,1,0,0,0,1,0.018,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Eritrea-Eritrea-2007-07-23,1,0,0,0,1,0.017992643828841002,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
REC Limited-India-2007-05-17,1,0,0,0,1,0.017992643828841002,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
State Bank of India (SBI)-India-2007-05-28,1,0,0,0,1,0.017992643828841002,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Guinea-Bissau-Guinea-Bissau-2018-09-20,1,0,0,0,1,0.0179825208399981,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Philippines-Sino Center for Agricultural Technology-Philippines-2000-01-01,1,0,0,0,1,0.0179651971015669,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Al-Farabi Kazakh National University|Government of Kazakhstan-Kazakhstan-2019-09-11,1,0,0,0,1,0.0179425708893299,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Sri Lanka-Sri Lanka-2004-01-01,2,0,0,0,2,0.017919951928931057,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Madagascar-Madagascar-2006-01-01,5,0,0,0,5,0.01784116118972,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Pakistan-Pakistan-2010-10-27,1,0,0,0,1,0.0177972034658753,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Algeria-Algeria-2016-06-02,1,0,0,0,1,0.017769640171140997,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Samoa-Samoa-2016-10-12,1,0,0,0,1,0.017769640171140997,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Acleda Bank-Cambodia-2016-01-01,1,0,0,0,1,0.017712067625376998,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Development Bank of the Philippines-Philippines-2016-03-01,1,0,0,0,1,0.017712067625376998,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Golden Land Real Estate-Myanmar-2016-04-04,1,0,0,0,1,0.017712067625376998,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Suriname-Suriname-2016-12-16,1,0,0,0,1,0.017712067625376998,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Ethiopia-Ethiopia-2012-01-01,1,1,0,0,0,0.017680820700523802,100,0,0,0,FALSE,TRUE,GREEN,GREEN
Government of Angola-Angola-2006-06-01,1,0,0,0,1,0.017612184637958703,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Ethiopia-Ethiopia-2008-09-26,1,0,0,0,1,0.0175489135314726,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Democratic Republic of Congo-Congo - Kinshasa-2014-01-01,6,0,0,0,6,0.017427052039372212,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Zambia-Zambia-2009-06-01,1,0,0,0,1,0.017423316559987502,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Djibouti-Djibouti-2013-05-31,1,0,0,0,1,0.0173717629037234,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Zambia-Zambia-2005-01-01,2,0,0,0,2,0.017361866796913098,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Zambia Electricity Supply Corp. (ZESCO)-Zambia-2005-01-01,1,0,0,0,1,0.017361866796913098,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
ING Bank A.Ş-Turkey-2019-08-01,2,0,0,0,2,0.01734750480297996,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Uzbekistan-Uzbekistan-2004-11-11,2,0,0,0,2,0.01733639943648601,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Ecuador-Ecuador-2015-11-19,1,0,0,0,1,0.017319732316502297,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Mali-Mali-2013-10-22,1,0,0,0,1,0.0173186010062519,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Uganda Ministry of Finance-Uganda-2015-03-31,1,0,0,0,1,0.017313768614859303,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
JSC BasisBank-Georgia-2017-07-28,1,0,0,0,1,0.017285072355314603,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Y-Gen Eléctrica II S.R.L.|Y-Gen Eléctrica S.R.L.-Argentina-2017-06-20,1,0,1,0,0,0.017285072355314603,0,100,0,0,FALSE,TRUE,BROWN,BROWN
National Bank for Foreign Economic Activity of the Republic of Uzbekistan (NBU)-Uzbekistan-2015-01-01,2,0,0,0,2,0.01726059826012427,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Nepal-Nepal-2005-01-01,2,0,0,0,2,0.01724341911593312,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Zambia-Zambia-2001-01-01,4,0,0,0,4,0.01722504798964618,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
PT Waskita Karya-Indonesia-2017-10-31,1,0,0,0,1,0.0172243638147526,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Antigua and Barbuda-Antigua & Barbuda-2005-03-15,1,0,0,0,1,0.0172163671378275,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Niger-Niger-2016-01-01,3,0,0,0,3,0.01720989650575009,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Mozambique-Mozambique-2005-01-01,3,0,0,0,3,0.01714484346195176,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Antigua and Barbuda-Antigua & Barbuda-2011-02-02,1,0,0,0,1,0.0171224708389595,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Zimbabwe-Zimbabwe-2011-09-19,1,0,0,0,1,0.0171224708389595,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Suriname-Suriname-2011-01-01,2,0,0,0,2,0.0170969852345681,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Jindal Steel and Power Limited (JSPL)-India-2004-09-01,1,0,0,0,1,0.017082390914149703,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Morocco-Morocco-2000-01-01,2,0,0,0,2,0.0170706723537907,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Cabo Verde-Cape Verde-2011-12-30,1,0,0,0,1,0.0170651014561328,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Armenia-Armenia-2017-05-12,1,0,0,0,1,0.017052864102533198,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Equatorial Guinea-Equatorial Guinea-2017-07-27,1,0,0,0,1,0.017052864102533198,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Ethiopia-Ethiopia-2017-10-31,1,0,0,0,1,0.017052864102533198,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Ghana-Ghana-2017-01-01,6,0,0,0,6,0.017052864102533198,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Guinea-Guinea-2017-01-01,2,0,0,0,2,0.017052864102533198,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Lebanon-Lebanon-2017-01-01,2,0,0,0,2,0.017052864102533198,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Mali-Mali-2017-11-07,1,0,0,0,1,0.017052864102533198,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Togo-Togo-2017-06-06,1,0,0,0,1,0.017052864102533198,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Pakistan-Pakistan-2017-08-13,1,0,0,0,1,0.0170477482433025,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of the Democratic Republic of the Congo-Congo - Kinshasa-2021-01-01,3,0,0,0,3,0.017,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Guyana-Guyana-2012-01-01,2,0,0,0,2,0.0169073792341321,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Burundi-Burundi-2013-12-20,1,0,0,0,1,0.0168979875518037,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Suriname-Suriname-2019-01-19,1,0,0,0,1,0.016853469183931997,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Argentina-Argentina-2015-01-01,1,0,0,0,1,0.0168341335436842,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Sierra Leone-Sierra Leone-2015-01-01,5,0,0,0,5,0.0168341335436842,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Hindustan Petroleum Corporation-India-2015-06-01,1,0,0,0,1,0.0168341335436842,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Gener8 Maritime Subsidiary VII Inc.-Marshall Islands-2015-08-31,1,0,0,0,1,0.0168341324214087,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Republic of Congo-Congo - Brazzaville-2017-12-16,1,0,0,0,1,0.0168288135228051,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Ghana-Ghana-2011-03-01,1,0,0,0,1,0.0167914364027396,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Palestinian Ministry of Foreign Affairs-Palestine-2008-01-01,2,0,0,0,2,0.01677044514143955,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Banco Davivienda S.A. (Davivienda)-El Salvador-2020-12-23,1,0,0,0,1,0.0167525550358109,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
"Government of Micronesia, Federated States of-Micronesia-2020-03-11",2,0,0,0,2,0.016752555035810888,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Tajikistan-Tajikistan-2000-01-01,1,0,0,0,1,0.0166819687371693,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Zambia Electricity Supply Corp. (ZESCO)-Zambia-2009-01-01,1,0,0,1,0,0.0166723115358501,0,0,100,0,FALSE,TRUE,GREY,GREY
Government of Comoros-Comoros-2009-01-01,2,0,0,0,2,0.0166284018757177,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Russia-2014-11-11,1,0,0,0,1,0.0166064284711273,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of the Republic of Fiji-Fiji-2017-05-16,2,0,0,0,2,0.016605722354656502,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Sudan-Sudan-2011-01-01,6,0,0,0,6,0.01660338244810724,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Belarus-Belarus-2007-11-05,1,0,0,0,1,0.0165586284057792,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Yemen Ministry of Foreign Affairs-Yemen-2007-01-01,2,0,0,0,2,0.0165586284057792,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Ministry of Interior (Egypt)-Egypt-2011-01-01,1,0,0,0,1,0.016553089647420402,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Trinidad and Tobago Ministry of National Security-Trinidad & Tobago-2020-01-07,1,0,0,0,1,0.0165212574317662,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of the Kyrgyz Republic-Kyrgyzstan-2004-03-01,1,0,0,0,1,0.016510856606177102,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
"Myanmar Ministry of Agriculture, Animal Husbandry, and Irrigation-Myanmar-2004-03-24",1,0,0,0,1,0.016510856606177102,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Moldtelecom-Moldova-2010-01-01,2,0,0,0,2,0.01649527224410095,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Vanuatu-Vanuatu-2013-01-01,1,0,0,0,1,0.0164806140274934,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Angola-Angola-2018-10-09,1,0,0,0,1,0.0164782882716547,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Ethiopia-Ethiopia-2018-05-10,1,0,0,0,1,0.0164782882716547,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of South Sudan-South Sudan-2018-10-02,1,0,0,0,1,0.0164782882716547,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Kyrgyz Ministry of Economy-Kyrgyzstan-2018-01-01,1,0,0,0,1,0.0164782882716547,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Jordan-Jordan-2008-01-01,1,0,0,0,1,0.0164655279570497,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Pakistan-Pakistan-2018-12-21,1,0,0,0,1,0.016461809983383,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Gabon-Gabon-2010-12-13,1,0,0,0,1,0.0164598413557228,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Myanmar (Burma)-Myanmar-2010-06-03,1,0,0,0,1,0.0164598413557228,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Papua New Guinea-Papua New Guinea-2004-05-19,2,0,0,0,2,0.0164594216938893,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Uganda-Uganda-2002-01-01,2,0,0,0,2,0.016433915980673973,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
"Cameroon Ministry of Economy, Planning, and Regional Development (MINEPAT)-Cameroon-2017-09-22",1,0,0,0,1,0.0164328414399156,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Compañía General de Combustibles S.A. (CGC)-Argentina-2021-08-02,2,0,0,0,2,0.01642857128,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Sri Lanka Police-Sri Lanka-2019-05-14,1,0,0,0,1,0.0164204046934191,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Zambia-Zambia-2006-01-01,3,0,0,0,3,0.016401194917547757,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Banco de Chile-Chile-2011-02-09,1,0,0,0,1,0.0163984020079236,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Bayer AG-Argentina-2014-01-01,1,0,0,0,1,0.016385009424845602,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Mali-Mali-2004-07-15,1,0,0,0,1,0.016373266134459,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
National Transport Corporation|RHT Bus Services Ltd|United Bus Service Ltd.-Mauritius-2019-06-20,1,1,0,0,0,0.016362001540516,100,0,0,0,FALSE,TRUE,GREEN,GREEN
Revenue Service of the Ministry of Finance (Georgia)-Georgia-2019-02-13,1,0,0,0,1,0.016362001540516,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Thai Chi (Hainan) Culture and Media Co.-Thailand-2019-03-19,1,0,0,0,1,0.016362001540516,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Republic of Congo-Congo - Brazzaville-2003-11-20,1,0,0,0,1,0.0163505700141229,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Jalles Machado S.A.-Brazil-2018-05-01,1,0,0,0,1,0.0163477462181801,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Zambia Electricity Supply Corp. (ZESCO)-Zambia-2018-05-31,1,1,0,0,0,0.0163477462181801,100,0,0,0,FALSE,TRUE,GREEN,GREEN
Government of Panama-Panama-2018-12-01,1,0,0,0,1,0.0163135053889381,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Ecuador-Ecuador-2004-01-01,1,0,0,0,1,0.016298967279731198,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Cook Islands-Cook Islands-2008-08-01,2,0,0,0,2,0.016254681158526497,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Lesotho-Lesotho-2010-12-10,1,0,0,0,1,0.0162540933387763,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of the Republic of Fiji-Fiji-2015-12-03,1,0,0,0,1,0.0162484086680589,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Jobin-SQM Inc. (JSI)-Philippines-2021-08-02,1,1,0,0,0,0.016237061091942298,100,0,0,0,FALSE,TRUE,GREEN,GREEN
Government of Botswana-Botswana-2006-04-01,1,0,0,0,1,0.016235273191201,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Credit Bank of Moscow-Russia-2020-08-31,1,0,0,0,1,0.0161860435128608,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Yemen Ministry of Planning and International Cooperation-Yemen-2020-11-18,1,0,0,0,1,0.0161860435128608,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Ministry of Education and Science of Ukraine-Ukraine-2014-12-05,1,0,0,0,1,0.0161711346292212,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Advanced​ Bank​ of​ Asia​ Limited​ (ABA​ Bank)-Cambodia-2017-01-01,1,0,0,0,1,0.0161327341982936,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Cambodia-Cambodia-2017-01-01,2,0,0,0,2,0.0161327341982936,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Viet Nam-Vietnam-2000-11-28,1,0,0,0,1,0.0161207800376506,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
National Bank for Foreign Economic Activity of the Republic of Uzbekistan (NBU)-Uzbekistan-2009-01-01,1,0,0,0,1,0.0161058735064448,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Vanuatu Ministry of Finance and Economic Management-Vanuatu-2007-03-29,1,0,0,0,1,0.0160855247370427,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Belarus-Belarus-2015-03-27,1,0,0,1,0,0.016069854726651598,0,0,100,0,FALSE,TRUE,GREY,GREY
Government of Niue-Niue-2017-09-21,1,0,0,0,1,0.0159714068563106,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
HDFC Bank-India-2004-08-01,1,0,0,0,1,0.015943564853206398,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Democratic Republic of Congo-Congo - Kinshasa-2003-01-01,2,0,0,0,2,0.015892914940092387,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Eritrea-Eritrea-2005-01-01,1,0,0,0,1,0.015892031204148498,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Viet Nam-Vietnam-2005-01-01,1,0,0,0,1,0.015892031204148498,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Pakistan Higher Education Commission-Pakistan-2019-10-08,1,0,0,0,1,0.0158554012488186,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Namibia-Namibia-2007-02-05,3,0,0,0,3,0.01584897290267442,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Not Available-Samoa-2017-01-01,9,0,0,0,9,0.015847905360033318,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Laos-Laos-2009-05-18,1,0,0,1,0,0.015846206009299,0,0,100,0,FALSE,TRUE,GREY,GREY
Government of Angola-Angola-2007-07-29,1,0,0,0,1,0.0158363340875451,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Lesotho-Lesotho-2012-01-16,1,0,0,0,1,0.015736794045076802,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Sudan-Sudan-2019-03-24,1,1,0,0,0,0.015729904571669902,100,0,0,0,FALSE,TRUE,GREEN,GREEN
"Government of Micronesia, Federated States of-Micronesia-2017-03-27",2,0,0,0,2,0.0157277712974459,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Alfa-Bank JSC-Russia-2005-11-03,1,0,0,0,1,0.0157056358542883,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of the Republic of Fiji-Fiji-2019-09-30,1,0,0,0,1,0.015704286489487,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Sierra Leone-Sierra Leone-2002-07-03,1,0,0,0,1,0.0156392983448269,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Cambodia-Cambodia-2013-05-31,1,0,0,0,1,0.0155669044202197,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Rwandan Ministry of Foreign Affairs and International Cooperation-Rwanda-2006-12-14,1,0,0,0,1,0.0155647299930663,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
State Emergency Service of Ukraine-Ukraine-2019-04-11,1,0,0,0,1,0.0155439014634902,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Timor-Leste-Timor-Leste-2012-01-01,3,0,0,0,3,0.01553766902328594,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Pakistan-Pakistan-2015-04-01,1,0,0,0,1,0.015534192902429899,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Equatorial Guinea-Equatorial Guinea-2021-09-25,1,0,0,0,1,0.0155038759689922,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Cambodia-Cambodia-2000-12-25,1,0,0,0,1,0.0155007500362025,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Gabon-Gabon-2000-12-13,1,0,0,0,1,0.0155007500362025,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Mali-Mali-2000-06-10,1,0,0,0,1,0.0155007500362025,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Namibia-Namibia-2000-03-01,1,0,0,0,1,0.0155007500362025,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Sudan-Sudan-2004-03-05,1,0,0,0,1,0.0154880344288291,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Telecom Argentina SA-Argentina-2020-04-13,1,0,0,0,1,0.0154128248737114,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Mauritania-Mauritania-2009-01-04,1,0,0,0,1,0.015390561037951101,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Namibia-Namibia-2009-01-01,4,0,0,0,4,0.015390561037951101,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
Government of Republic of Congo-Congo - Brazzaville-2009-09-23,1,0,0,0,1,0.015390561037951101,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
PT Garuda Indonesia (Persero) Tbk-Indonesia-2011-06-24,2,0,0,0,2,0.015373502266765909,0,0,0,100,FALSE,TRUE,NEUTRAL,NEUTRAL
